seq,probe_id,warmup,sent_wall_ns,rtt_ns,server_ack_rtt_ns,presented_rtt_ns,student_dispatch_ns,student_receive_wall_ns,server_receive_wall_ns,wall_delta_teacher_to_student_ns,lost,physical_led_onset_ns,physical_haptic_onset_ns
189,13ef7f7b-6bba-4056-aeca-68c240f6287d,0,1787003455670147000,138047458,67866625,,,1787003455737842000,1787003455813788980,67695000,0,,
190,2b91c035-a270-4127-ad22-b2ce89cece2f,0,1787003456175479000,37604292,20272375,,,1787003456195416000,1787003456277526045,19937000,0,,
191,72de169a-4242-47d5-a871-a0a35b13b824,0,1787003456677525000,30144625,12707792,,,1787003456689619000,1787003456771345064,12094000,0,,
192,76bc6040-1489-4d8a-aeca-4eab44e49333,0,1787003457182991000,36080250,18658291,,,1787003457201366000,1787003457283363662,18375000,0,,
193,aef94bba-ac49-41bb-9154-dd34f64a7a5a,0,1787003457688394000,33169833,16534250,,,1787003457704344000,1787003457786143301,15950000,0,,
194,ee14e5cd-7a03-4544-a434-ea9335dfe43f,0,1787003458193905000,30969000,13820292,,,1787003458207399000,1787003458288796010,13494000,0,,
195,653cbd49-ece9-4b9e-bdd5-dba19fae0193,0,1787003458699474000,27672875,10707250,,,1787003458709932000,1787003458791829732,10458000,0,,
196,3f95fe9c-f6fe-45cf-a7e4-53819b3d0732,0,1787003459202750000,55741125,10457917,,,1787003459212960000,1787003459322853634,10210000,0,,
197,12a6786a-41fe-4836-bb0b-b3c0f09c4141,0,1787003459708037000,34784125,16706417,,,1787003459724987000,1787003459807728000,16950000,0,,
198,4452f1c3-39b1-4e85-aaeb-1ed7a71c9755,0,1787003460211943000,34325416,16460791,,,1787003460228041000,1787003460310562033,16098000,0,,
199,cd16aad8-3f84-4879-9536-1ca34e894763,0,1787003460717447000,30840583,13366291,,,1787003460731044000,1787003460812869177,13597000,0,,
200,785c55ec-f652-460a-b581-b14a5c83ab31,0,1787003461219768000,34421667,17715750,,,1787003461237123000,1787003461318809751,17355000,0,,
201,f1d9182b-1f35-4741-86db-a4edb1f959f9,0,1787003461722166000,36841875,17114292,,,1787003461739092000,1787003461821739881,16926000,0,,
202,45680c58-7369-4042-bf2e-50205fd51cce,0,1787003462226717000,35105958,17701708,,,1787003462244702000,1787003462326949809,17985000,0,,
203,6eed28e8-3e5c-48ad-9132-20093af5c35d,0,1787003462728848000,34295208,23664791,,,1787003462751894000,1787003462828030079,23046000,0,,
204,9d2011c7-29fb-40dd-b244-a3caac59c823,0,1787003463234038000,33336708,14632250,,,1787003463248330000,1787003463330967620,14292000,0,,
205,6b93ebf8-30fd-4a41-8ce5-4597acade8fd,0,1787003463734935000,34485166,16191083,,,1787003463750909000,1787003463833810188,15974000,0,,
206,02a4d532-3d89-4d13-a0f1-5ec25a2132f3,0,1787003464240400000,30636792,13837250,,,1787003464253578000,1787003464336671798,13178000,0,,
207,5bf30956-f3f7-406d-9fc8-c512baf24154,0,1787003464745744000,34478958,17791000,,,1787003464763278000,1787003464845918968,17534000,0,,
208,af005065-fd75-48a4-8cd6-886a48951f9a,0,1787003465246629000,359066458,290091125,,,1787003465536904000,1787003465618242864,290275000,0,,
209,7514f691-cd66-4e7e-826f-61b312511438,0,1787003465751973000,40109959,20299542,,,1787003465772601000,1787003465855657846,20628000,0,,
210,93a881f3-011d-4cd7-b129-1ac8163dcac8,0,1787003466257386000,45113417,25178667,,,1787003466282866000,1787003466365373064,25480000,0,,
211,041b6f93-e705-459d-9726-0ec87be64bd6,0,1787003466761546000,32020667,15092583,,,1787003466776347000,1787003466858978306,14801000,0,,
212,9f76d939-3aa7-4041-b221-6e6ae22298f1,0,1787003467266938000,32204667,14082625,,,1787003467280815000,1787003467363884601,13877000,0,,
213,b85dfc6e-36e8-4be8-b1ab-e4d2e236886a,0,1787003467767852000,32837500,15904875,,,1787003467783961000,1787003467866480788,16109000,0,,
214,fb895bd9-f83c-4865-98c0-49135112f704,0,1787003468273337000,30976375,14453084,,,1787003468287428000,1787003468370178255,14091000,0,,
215,2869bbad-4ef4-430a-9072-60dcb0f19f8f,0,1787003468776733000,30137542,12443292,,,1787003468789357000,1787003468872737995,12624000,0,,
216,6e2b999f-d7d1-4903-90b5-68a6f4a77edd,0,1787003469277278000,33270459,14557250,,,1787003469292032000,1787003469375401858,14754000,0,,
217,19e7e01a-9a70-4dce-8583-9e84dcb2e1af,0,1787003469780092000,33489000,16366875,,,1787003469796257000,1787003469878910407,16165000,0,,
218,3f613435-d621-4523-98ae-6722e1e5832c,0,1787003470285413000,31231917,13633042,,,1787003470298717000,1787003470381763493,13304000,0,,
219,9b69ae8a-bcaf-4f7b-af14-aaf3120e6182,0,1787003470787996000,30302458,12985042,,,1787003470800800000,1787003470883315003,12804000,0,,
220,db2a8523-b975-4e60-8b96-e34e916dffda,0,1787003471291651000,29164667,12604709,,,1787003471303703000,1787003471386377880,12052000,0,,
221,017d130c-df5d-4295-9299-d8247370f20b,0,1787003471796283000,36681708,20226000,,,1787003471817012000,1787003471898613958,20729000,0,,
222,02873f82-d742-43c5-82f9-f2b9149220c0,0,1787003472300940000,35969458,18016167,,,1787003472318516000,1787003472401529685,17576000,0,,
223,7f90856f-a1da-4f24-8053-3a98c76d6041,0,1787003472806536000,35718916,14593625,,,1787003472820923000,1787003472904455011,14387000,0,,
224,47a3da5c-a226-4114-b828-6633de88063f,0,1787003473310302000,30152209,12958792,,,1787003473322978000,1787003473406796793,12676000,0,,
225,81d2db07-b382-43ab-b751-4cecacaa7e4c,0,1787003473813920000,29770083,12534250,,,1787003473826262000,1787003473909709732,12342000,0,,
226,97c0e532-30b4-41d9-89e5-651d0aaa3139,0,1787003474317379000,29089917,11747334,,,1787003474328936000,1787003474412751387,11557000,0,,
227,7353b848-6b2d-4dd5-911c-fcb0ea4ddeca,0,1787003474822808000,36488459,18256834,,,1787003474840826000,1787003474924767913,18018000,0,,
228,3c5b17cd-55a7-48cb-8d79-0448191f7edf,0,1787003475325701000,31341167,14580042,,,1787003475340059000,1787003475423235045,14358000,0,,
229,20bc874a-3399-4c8a-8879-f3d06d38c76d,0,1787003475829353000,31412042,13684333,,,1787003475842731000,1787003475926172847,13378000,0,,
230,9f396126-e51e-4ccb-a988-be3765005bc3,0,1787003476334021000,24032125,15760625,,,1787003476349523000,1787003476424792653,15502000,0,,
231,d321468e-81dc-4bd7-b116-486a31e42517,0,1787003476839425000,39247834,22698292,,,1787003476861722000,1787003476944654120,22297000,0,,
232,919f50f8-72c6-49a2-8737-b6f3a4b26e84,0,1787003477342268000,30047375,13404709,,,1787003477355454000,1787003477438213642,13186000,0,,
233,4a446b6d-23b1-4496-8a47-bd7148cc744b,0,1787003477847774000,30255750,9864625,,,1787003477857957000,1787003477940986054,10183000,0,,
234,994915c2-2e7b-43e6-8c33-c96d76dcf4cd,0,1787003478353163000,33106958,16754500,,,1787003478369673000,1787003478453059586,16510000,0,,
235,8ece837a-0d02-4e1b-8a83-13f89c790c86,0,1787003478858564000,31685542,11623167,,,1787003478870068000,1787003478953604353,11504000,0,,
236,925c995a-1d08-4b5b-9e90-2ea7bac60ad7,0,1787003479363878000,36661375,17902042,,,1787003479382074000,1787003479465778352,18196000,0,,
237,e80e95f6-d2dc-4eee-a705-a555e7eddf54,0,1787003479869144000,33492417,17110667,,,1787003479885908000,1787003479968860515,16764000,0,,
238,0d4445e9-94cb-4049-9bd9-406670ffe776,0,1787003480370463000,25449792,16398750,,,1787003480387132000,1787003480462425577,16669000,0,,
239,b2aec0e8-bd1d-488a-a910-cd6f931b8c75,0,1787003480875449000,32799459,15182459,,,1787003480890371000,1787003480974432069,14922000,0,,
240,815004dd-f8de-432a-a400-1f4568016cca,0,1787003481379089000,23262417,13280834,,,1787003481392161000,1787003481467910381,13072000,0,,
241,9a80c9fa-a94e-4e73-8ab9-dba5b3bf349e,0,1787003481883672000,29504208,12485458,,,1787003481895914000,1787003481979676634,12242000,0,,
242,51edfea2-d35d-4270-a277-c92f167b1f9c,0,1787003482387653000,138005583,67926000,,,1787003482455430000,1787003482539161397,67777000,0,,
243,142cd144-06f9-4007-b33d-0191aac0ff6a,0,1787003482892998000,142596041,72679291,,,1787003482965404000,1787003483041984290,72406000,0,,
244,85117310-3b64-413d-9a5e-dd96b6b3a409,0,1787003483395682000,140118500,70151833,,,1787003483465506000,1787003483544845166,69824000,0,,
245,fe73f9ec-2655-46e6-beab-32ed831440b7,0,1787003483901108000,144350083,75276208,,,1787003483975909000,1787003484056989997,74801000,0,,
246,016d2546-2d9c-4102-bda0-5ce9c48d3bcf,0,1787003484406576000,138785208,69826291,,,1787003484476740000,1787003484559744329,70164000,0,,
247,f7bee9ab-9c47-4c1d-a192-16586436760a,0,1787003484908579000,136899917,67216875,,,1787003484975507000,1787003485054004103,66928000,0,,
248,3e7d7017-383f-4e56-ac39-d351b3248aae,0,1787003485414030000,156308166,81789125,,,1787003485495635000,1787003485579004646,81605000,0,,
249,97fb2a66-c753-45d2-ad6a-eb208587c1da,0,1787003485917083000,139443334,68844209,,,1787003485985579000,1787003486063831704,68496000,0,,
250,d2cd49b5-b56d-4017-8ee2-1a3b1dc0bf9b,0,1787003486418254000,136966750,67914250,,,1787003486485756000,1787003486568794962,67502000,0,,
251,967a9659-5a36-4512-bbc7-ecd7fd443bf0,0,1787003486923677000,151375209,73027209,,,1787003486996195000,1787003487080658098,72518000,0,,
252,df83a94a-71eb-4409-8545-3cc957f91a1a,0,1787003487424441000,140787083,71226000,,,1787003487495389000,1787003487574442453,70948000,0,,
253,ec4f0fee-3c29-4e92-b657-3c2e043530a2,0,1787003487929903000,96672750,70984167,,,1787003488000370000,1787003488087864085,70467000,0,,
254,16e2f27d-c194-478d-b0a2-51f836961c7e,0,1787003488434564000,31819125,14253000,,,1787003488448555000,1787003488532782364,13991000,0,,
255,2a9a53da-2b68-43e5-ac54-67bd590d67ae,0,1787003488935513000,34332541,16323500,,,1787003488952184000,1787003489035750159,16671000,0,,
256,afdaa3ab-0925-41d2-bc54-4d24e05acf99,0,1787003489440847000,33353000,14394292,,,1787003489454903000,1787003489538314188,14056000,0,,
257,1d12e8f4-bf8c-4429-b44e-120dc56c7e90,0,1787003489941959000,33741333,14917375,,,1787003489957330000,1787003490041156708,15371000,0,,
258,11d4c3dd-0eb1-448d-adf5-0ed718eaf263,0,1787003490447467000,29639542,13390417,,,1787003490460003000,1787003490543754190,12536000,0,,
259,ec6cd824-4977-4bc5-9bf6-d0df70e9819c,0,1787003490951469000,39121875,25046666,,,1787003490976244000,1787003491056127612,24775000,0,,
260,3c77549b-15e5-46c0-859f-f728ea23c0aa,0,1787003491456974000,29794209,13103417,,,1787003491469800000,1787003491553811143,12826000,0,,
261,715c2c12-ee7d-4bde-9ffb-8567944a0748,0,1787003491958342000,32822625,14847292,,,1787003491972907000,1787003492057023228,14565000,0,,
262,81bba7b8-1f8f-4579-a2e1-f74539bd977f,0,1787003492461284000,31743666,14105833,,,1787003492475711000,1787003492559853388,14427000,0,,
263,1a94f85b-0e62-4a69-9c67-8995fb9f6c4c,0,1787003492966693000,28989917,11714917,,,1787003492978689000,1787003493062138122,11996000,0,,
264,e5e8f9cd-d1e8-47c4-a2b7-635b351eef98,0,1787003493471008000,30389417,9729167,,,1787003493480962000,1787003493565396408,9954000,0,,
265,f2455542-6518-4c83-8b2b-25ace2947d62,0,1787003493976441000,37127875,16569291,,,1787003493993342000,1787003494077299659,16901000,0,,
266,e3897a79-f21a-4388-a51a-e5204dc240c0,0,1787003494477606000,35600666,17901750,,,1787003494495779000,1787003494580145404,18173000,0,,
267,f0566096-1e6c-4e67-8bdd-d5beb2a1a42c,0,1787003494982998000,33628083,15457250,,,1787003494998920000,1787003495083415305,15922000,0,,
268,c02cf2dd-6a2b-4b10-9b0c-38ebf5c7c523,0,1787003495484671000,34402333,16344958,,,1787003495501200000,1787003495585855699,16529000,0,,
269,4c77d5f2-666e-4473-bbc1-980ed9559a75,0,1787003495988223000,33442500,17825416,,,1787003496005837000,1787003496088733228,17614000,0,,
270,966bdd21-7c0f-4bda-91e7-730dd44fd05a,0,1787003496491636000,33766416,15889125,,,1787003496507282000,1787003496591327598,15646000,0,,
271,2bab442e-83ff-4ab5-ae90-89fb8c2d3783,0,1787003496994100000,33947958,16176083,,,1787003497009917000,1787003497095206284,15817000,0,,
272,344caa36-01c1-46c6-8dea-41a0e6af1249,0,1787003497499629000,30772000,13263250,,,1787003497512690000,1787003497597454869,13061000,0,,
273,bcfc737d-4a5e-41ee-a7c0-4695b446662b,0,1787003498001963000,32499917,14286083,,,1787003498016597000,1787003498100912067,14634000,0,,
274,d190fba4-6ccc-4add-8d40-3bd189f9d97b,0,1787003498503304000,33279084,15999875,,,1787003498519095000,1787003498603468946,15791000,0,,
275,08b92d6d-0d18-44c5-b61c-f2d3efc81513,0,1787003499008246000,32832958,15412500,,,1787003499023325000,1787003499106720724,15079000,0,,
276,39b66083-aa45-463b-8b89-519c53ad8af0,0,1787003499513876000,28896417,11321708,,,1787003499525473000,1787003499609316599,11597000,0,,
277,3dcc93ae-72ef-44dc-ba26-8e6e14fb2ce3,0,1787003500016422000,28490125,11223584,,,1787003500027814000,1787003500112200720,11392000,0,,
278,7a0487b6-3742-4ae5-ad23-7a6b9bf676fe,0,1787003500521864000,35802667,18390458,,,1787003500540089000,1787003500624860411,18225000,0,,
279,c4314c30-b6bb-4d1c-b1b7-a8f12be6c6f2,0,1787003501024861000,35951583,18687708,,,1787003501043323000,1787003501127878007,18462000,0,,
280,46f4f4eb-c66b-4cae-b2e7-d0a0dd908a9b,0,1787003501530392000,33178166,16448458,,,1787003501546592000,1787003501630507698,16200000,0,,
281,6b52b330-b1fc-4cab-b405-6923d0dbea47,0,1787003502035745000,30373792,15300500,,,1787003502049325000,1787003502133382122,13580000,0,,
282,1ec431eb-b209-453c-b6fb-5c89dcbb3360,0,1787003502540458000,220559250,20792667,,,1787003502561140000,1787003502828378612,20682000,0,,
283,2e3da04e-2029-4333-976f-59cd5869723c,0,1787003503045720000,142432542,69545750,,,1787003503115141000,1787003503254391507,69421000,0,,
284,f9ae4197-2f22-4e05-87f3-f3824d324dcf,0,1787003503549815000,255317166,124891583,,,1787003503675195000,1787003503812119871,125380000,0,,
285,7e845eba-7389-4b92-b055-2dfc3175853a,0,1787003504053400000,261249208,131232083,,,1787003504184501000,1787003504324377564,131101000,0,,
286,fa52e764-3e17-4084-b27f-159f815e6065,0,1787003504558018000,446696584,326284417,,,1787003504884192000,1787003505018854105,326174000,0,,
287,8e722601-a7c9-4558-b518-3a6e90a7416b,0,1787003505063253000,252056958,131264958,,,1787003505194408000,1787003505329914658,131155000,0,,
288,30d5fa92-9095-4568-a0d0-715bf8f94b69,0,1787003505566300000,258078916,129341791,,,1787003505695497000,1787003505832564332,129197000,0,,
289,4e675327-e982-4615-8135-489329ccd50d,0,1787003506070079000,264377750,135134375,,,1787003506205139000,1787003506345055504,135060000,0,,
290,d531b8e2-3c7f-4bb6-8ae7-f856ccaf201a,0,1787003506571444000,242951958,123528166,,,1787003506694853000,1787003506829210054,123409000,0,,
291,1c4d12bb-d41a-4795-97af-898a0f01dab9,0,1787003507074660000,259568083,129826083,,,1787003507204383000,1787003507341074786,129723000,0,,
292,a26643b8-2c11-4c37-ba3d-2fe83e30dc58,0,1787003507575612000,258658166,128944708,,,1787003507704246000,1787003507844073474,128634000,0,,
293,bac0bd97-885c-4cd6-b6a0-4d2b480c5045,0,1787003508078380000,235982375,116096917,,,1787003508194359000,1787003508328565944,115979000,0,,
294,ad87afdc-e91e-46eb-b4f3-79ce43932156,0,1787003508583082000,251557625,131450000,,,1787003508714402000,1787003508849637547,131320000,0,,
295,de45150d-7196-4627-85a4-972c5c73bb04,0,1787003509083709000,150515666,80707416,,,1787003509164281000,1787003509242754549,80572000,0,,
296,b9b13be4-bf41-4f3a-a67a-ab3483831b56,0,1787003509591874000,142561042,72563334,,,1787003509664610000,1787003509745555349,72736000,0,,
297,29cb9cb3-ac52-4013-9f3e-80e46975fa9f,0,1787003510098626000,136160584,65613875,,,1787003510164115000,1787003510248370197,65489000,0,,
298,556f972a-e993-46fb-b4bb-4030824cfcf7,0,1787003510608773000,135497791,65634166,,,1787003510674745000,1787003510753560021,65972000,0,,
299,09e28f50-8819-4410-9837-497a4e53dd10,0,1787003511116992000,148016709,77297542,,,1787003511194161000,1787003511274344174,77169000,0,,
300,c87d8c61-5bca-4223-bbc2-c3a4d897964c,0,1787003511623203000,141183084,71077167,,,1787003511694168000,1787003511777129630,70965000,0,,
301,998efd3e-29b0-4ce8-aecf-31d0eaa3fccd,0,1787003512129465000,137727208,65050541,,,1787003512194278000,1787003512279595676,64813000,0,,
302,9d2c5c55-6d0e-411e-8c21-a0d7b0a57d4e,0,1787003512636341000,137827750,68234458,,,1787003512704463000,1787003512781408384,68122000,0,,
303,6eaa5c97-42d6-447e-93ef-f14eb3528609,0,1787003513146479000,137837000,67956458,,,1787003513214311000,1787003513293421569,67832000,0,,
304,eaf2ce1d-208e-4fca-8a9b-0a0907550ca1,0,1787003513656653000,149640000,77750834,,,1787003513734273000,1787003513814475758,77620000,0,,
305,38381fc8-eeea-40bf-9dc7-2943346552c2,0,1787003514161656000,142919833,73076750,,,1787003514234614000,1787003514317170946,72958000,0,,
306,2a68d35e-ffb0-425a-951f-5b1f1ae7a6d1,0,1787003514669876000,144231083,74419750,,,1787003514744179000,1787003514821144412,74303000,0,,
307,cd56c39e-9d21-472a-8372-6fb5af9e5800,0,1787003515180073000,134209042,64149958,,,1787003515244097000,1787003515322726188,64024000,0,,
308,bcd013c1-0b78-409a-8804-05feda8e972f,0,1787003515689037000,145212791,75381458,,,1787003515764305000,1787003515844956618,75268000,0,,
309,86290d61-782b-4a39-8057-9752467f729b,0,1787003516198556000,145688958,75636042,,,1787003516274069000,1787003516356184359,75513000,0,,
310,476134a2-22e6-405b-80b2-6e20760a829f,0,1787003516708732000,135916375,66718667,,,1787003516774661000,1787003516858913304,65929000,0,,
311,52847bed-ce6e-402e-b409-519bc25ed2da,0,1787003517218897000,135340541,76069875,,,1787003517284079000,1787003517362869184,65182000,0,,
312,c3bdc1a4-8f6d-4f4c-b1a1-854010f5e340,0,1787003517729121000,32807917,14762500,,,1787003517743286000,1787003517828346305,14165000,0,,
313,56d1bd5a-4808-4e8a-ab62-f0a6e2498fad,0,1787003518236598000,137831750,68069125,,,1787003518304990000,1787003518386234335,68392000,0,,
314,542c6d12-46bb-4475-9f98-5dc3ca9de303,0,1787003518739271000,145492333,75174042,,,1787003518814798000,1787003518898255283,75527000,0,,
315,12655495-9f89-44c9-a382-fd78fad7e827,0,1787003519249738000,145271125,75201167,,,1787003519324562000,1787003519408406319,74824000,0,,
316,3b1ed234-f66a-4b28-8044-66bf73330b4a,0,1787003519758537000,135845125,66208750,,,1787003519824462000,1787003519902227625,65925000,0,,
317,b55568b2-ba7e-4106-af89-f5d9cce428e4,0,1787003520268891000,136782959,66238084,,,1787003520334606000,1787003520414170871,65715000,0,,
318,f51183dd-c793-4854-91ee-d1a9c26fbe5f,0,1787003520775011000,115827625,75630125,,,1787003520851242000,1787003520953102658,76231000,0,,
319,fa6a43d2-b6a9-4ae4-9c4a-2c5eb8c1d6a3,0,1787003521283585000,18399209,10147542,,,1787003521293195000,1787003521368879546,9610000,0,,
320,f081dd7d-a831-4c6c-aeb3-7a48277d6b49,0,1787003521791870000,142843916,73470583,,,1787003521864686000,1787003521945256223,72816000,0,,
321,645d15e2-15ae-4768-9e93-352e8bbfba69,0,1787003522300353000,144154917,74368542,,,1787003522374444000,1787003522457194023,74091000,0,,
322,def494a3-d31c-4f78-8400-9a9d767a9187,0,1787003522808560000,135750792,67205334,,,1787003522875175000,1787003522960110467,66615000,0,,
323,19bfdfa7-228e-4a2f-831b-651322663e41,0,1787003523312890000,131538541,61941833,,,1787003523374487000,1787003523454001200,61597000,0,,
324,3f600465-ef47-486b-959d-9be8a6f9a82d,0,1787003523816756000,147245250,78045083,,,1787003523894515000,1787003523974974541,77759000,0,,
325,5ee13651-058d-49ff-a4d9-646f8efed305,0,1787003524326991000,137478917,68423542,,,1787003524395198000,1787003524477900469,68207000,0,,
326,0710bdc2-238d-4601-a3b5-4711a95b06e8,0,1787003524836989000,139826708,69395000,,,1787003524906732000,1787003524987794217,69743000,0,,
327,cf9f5401-5f03-487c-862e-8fbd93e19f7d,0,1787003525344280000,140313708,70167375,,,1787003525414260000,1787003525492213794,69980000,0,,
328,51877e03-3473-4282-940c-6af50cc4c65b,0,1787003525850100000,144364917,75185417,,,1787003525924984000,1787003526004125342,74884000,0,,
329,c131cad5-96a0-4114-851e-e06080e918f8,0,1787003526358537000,146251625,76553125,,,1787003526434712000,1787003526517178638,76175000,0,,
330,7ff8076f-9ed1-4074-98b4-9bc516148569,0,1787003526865721000,138789333,69934958,,,1787003526934943000,1787003527019335052,69222000,0,,
331,97bd16cc-2961-4954-9db3-4ca95bf4e135,0,1787003527373423000,150609500,80984584,,,1787003527454234000,1787003527531462544,80811000,0,,
332,6b34cd0a-4cb5-446b-b3da-d4051aa27d58,0,1787003527875108000,139573000,69035542,,,1787003527944416000,1787003528025136246,69308000,0,,
333,689c76ad-4630-47f2-94c1-384c9f8b61c0,0,1787003528385594000,138829333,68621375,,,1787003528454485000,1787003528537186001,68891000,0,,
334,00c4dc8b-241e-4725-834c-954362f293de,0,1787003528892068000,142501583,72148750,,,1787003528964447000,1787003529049411127,72379000,0,,
335,9340fcd7-991b-4d44-9421-d723bb19b2e1,0,1787003529393627000,159847542,76211084,,,1787003529469650000,1787003529558793416,76023000,0,,
336,25d81670-6391-4921-b676-057450dc1db0,0,1787003529901555000,142829834,72980792,,,1787003529974259000,1787003530055860650,72704000,0,,
337,84f50393-4aa3-4ff6-8369-48cb99f160de,0,1787003530406947000,137367625,67793208,,,1787003530474405000,1787003530558669441,67458000,0,,
338,5c4bf45e-a739-42c8-98af-3b1dfa708f44,0,1787003530908574000,76586667,66346375,,,1787003530974586000,1787003531052391215,66012000,0,,
339,10c559a5-7f44-44ce-8195-4ee9f10045dd,0,1787003531414502000,38277791,19969833,,,1787003531434016000,1787003531518727094,19514000,0,,
340,319df092-9e8a-4413-8db0-2601c3dc6ea8,0,1787003531921589000,42303000,15838042,,,1787003531937083000,1787003532030664671,15494000,0,,
341,0e09f0e5-b655-41bf-b712-1108165bb810,0,1787003532425397000,33117166,14483208,,,1787003532439528000,1787003532524222590,14131000,0,,
342,14403ac9-3fd4-4884-b746-e37e75459021,0,1787003532933613000,31028625,16942333,,,1787003532950190000,1787003533031166162,16577000,0,,
343,1ec8108f-758d-4ee5-b9e4-1db681495784,0,1787003533441667000,28359083,11612958,,,1787003533453482000,1787003533537426481,11815000,0,,
344,c3d0bb3d-e770-42f8-abb0-7fe8d8f47d17,0,1787003533949821000,30965959,14497709,,,1787003533962975000,1787003534048404975,13154000,0,,
345,fd0f1d15-6a54-4609-b007-31ea53cfd5ab,0,1787003534458480000,145870083,75765291,,,1787003534534542000,1787003534615454816,76062000,0,,
346,96f8ecc3-f094-4e85-92bf-0c33290ca5ae,0,1787003534966876000,137461917,67519459,,,1787003535034756000,1787003535118233853,67880000,0,,
347,8c8b76be-c3bb-4bbb-ab6f-04347d69e1be,0,1787003535477566000,136698459,67088167,,,1787003535544277000,1787003535621525053,66711000,0,,
348,e05ad980-68a2-495d-8182-3d59ccb6c8c9,0,1787003535985533000,138455667,68545750,,,1787003536054313000,1787003536137593316,68780000,0,,
349,615604d0-c8b5-42f8-8499-3d1f4cef7346,0,1787003536491696000,132699625,72706375,,,1787003536564170000,1787003536640513086,72474000,0,,
350,157784d1-8de2-47b2-9c21-0b3797dc0a80,0,1787003537000980000,143412875,74085917,,,1787003537075720000,1787003537152541337,74740000,0,,
351,9140e965-784b-4043-924c-0e0d5d66b816,0,1787003537508653000,145614166,76206958,,,1787003537584305000,1787003537664725663,75652000,0,,
352,48fdaf4d-cbe3-464a-8cd4-24b5656f6011,0,1787003538016631000,147929750,77180084,,,1787003538094061000,1787003538176329775,77430000,0,,
353,91e0a1ea-e822-4b43-976a-a2c883d92776,0,1787003538525012000,140959583,68836958,,,1787003538594103000,1787003538679184161,69091000,0,,
354,20b3056e-421f-4b9e-b047-86e62d7d4062,0,1787003539027714000,146476833,78065833,,,1787003539104373000,1787003539182073125,76659000,0,,
355,e2d206f9-25e2-4aa7-8a24-cce8e74400d6,0,1787003539531812000,142330041,72251291,,,1787003539604295000,1787003539685021578,72483000,0,,
356,0a1e1727-663b-45f8-aefb-b21eb0e71d77,0,1787003540039050000,201763334,88010750,,,1787003540126918000,1787003540249961701,87868000,0,,
357,2e62500b-7d5b-4362-a12b-f8fac794f28f,0,1787003540549359000,144863417,74985875,,,1787003540623995000,1787003540703554304,74636000,0,,
358,9ef8dcb6-c5ac-46e1-8898-5543a6f69d1a,0,1787003541052329000,141990833,71914000,,,1787003541124676000,1787003541206277609,72347000,0,,
359,3c1df57f-572e-40cf-a001-591c7e1e0a3a,0,1787003541558297000,136209500,67503958,,,1787003541624999000,1787003541709422488,66702000,0,,
360,a4f1360a-ffde-4f38-93de-c85058851f5b,0,1787003542065646000,148559667,68981584,,,1787003542135074000,1787003542221319769,69428000,0,,
361,97a3bedd-f5ce-4875-b377-140276936822,0,1787003542570710000,143236792,73410208,,,1787003542643939000,1787003542723821022,73229000,0,,
362,123eff0b-46c5-453e-8c2b-86e4edc3b5c9,0,1787003543081151000,142804458,72903000,,,1787003543154334000,1787003543235907881,73183000,0,,
363,0d6574db-de70-4047-8e86-2711a5664f4f,0,1787003543590820000,143018917,73001334,,,1787003543664027000,1787003543747903943,73207000,0,,
364,1d43a5b5-ba91-4105-98f9-70f618eb16bd,0,1787003544091527000,132453833,62379292,,,1787003544154134000,1787003544232679946,62607000,0,,
365,ce6a806d-a202-4429-bdc5-78fb734ed54f,0,1787003544599894000,134179667,64185458,,,1787003544663893000,1787003544744468732,63999000,0,,
366,16d21ce5-d9fb-4f29-9fe1-5a435c3d569f,0,1787003545108407000,145889500,75918833,,,1787003545183874000,1787003545265625491,75467000,0,,
367,0a3d884c-0883-481c-93c7-c64b5f8dd6cc,0,1787003545618698000,137810125,66047834,,,1787003545684562000,1787003545769020708,65864000,0,,
368,0d40175a-272c-44ab-b267-800137417a95,0,1787003546123937000,140009875,70505291,,,1787003546194768000,1787003546271996494,70831000,0,,
369,c4b29a37-c2b9-4d6e-bcc9-cb1daf73a4da,0,1787003546624974000,148891083,79003125,,,1787003546704204000,1787003546784138475,79230000,0,,
370,aabca822-d39f-4e6f-8a48-bbd63138214f,0,1787003547133210000,140778291,70637375,,,1787003547204118000,1787003547287158222,70908000,0,,
371,4df803ad-78f7-4f27-a377-9305ef8b28ca,0,1787003547641470000,143055750,72775500,,,1787003547713958000,1787003547799818512,72488000,0,,
372,9ce7ada6-abbc-41c3-837a-e9dc5187194c,0,1787003548143257000,150733625,74610042,,,1787003548218091000,1787003548302743093,74834000,0,,
373,60009147-69d5-4e3a-8a5f-b0918b73b5f5,0,1787003548646491000,32847000,14890583,,,1787003548660858000,1787003548746664224,14367000,0,,
374,3e4e27dd-30e9-4d16-b781-5164e6902bb5,0,1787003549156778000,137905542,77714958,,,1787003549223785000,1787003549302289828,67007000,0,,
375,684df4cd-ffd2-47d3-8bbf-9e3b80bc3c52,0,1787003549665522000,138541166,68984958,,,1787003549734150000,1787003549814252738,68628000,0,,
376,7899bd89-1439-4fa0-99bb-a9bf51eea27b,0,1787003550175266000,138943083,68578208,,,1787003550244137000,1787003550326310326,68871000,0,,
377,c8595c09-96a0-48fc-8484-04b1d7d50a32,0,1787003550685711000,139300375,68491291,,,1787003550753840000,1787003550838185154,68129000,0,,
